Fayda,Taşlar
Hormonal sistemi ve endokrin bezlerini dengeleyerek iç salgı bezi sağlığını destekler,"Kassiterit, Kavansit, Cacoxenite, Crocoite, Sitrin, Hessonit, Anhidrit, Kalsiterit, Aytaşı, Krizopras, Goşenit, Hemimorfit, Siyah Turmalin, Cassiterite, Cuprite, Kammererit, Limonit, Krokoit, Libetenit"
Metabolizmayı düzenleyerek kilo kontrolünü destekler ve sağlıklı beslenme alışkanlığı kazandırır,"Kassiterit, Sanda Rosa Azeztulite, Crocoite, Kornerupine, Apatit, Gaspeit, Picasso Jasper, Gül Kuvars, Epidot, Hiddenit, Anjelit, Kalkopirit, Hanksit"
"Kas, eklem ve kemik ağrılarını hafifleterek fiziksel iyileşmeyi ve iskelet sistemini destekler","Copal, Kemererit, Bişofit, Kuprit, Limonite, Creedite, Grossular Lal Taşı, Mavi Dantel Akik, Krisokolla, Mondolit Kuvars, Kammererit, Tuz Lambası, Hiddenite, Kaya Tuzu, Götit, Sonsuzluk Taşı, Kalkopirit"
Vücuttaki iltihapları gidermeye yardımcı olur ve antiviral direnç sağlar,"Copal, Kavansit"
Kanser tedavi süreçlerinde hücresel yenilenmeye ve ruhsal dayanıklılığa destek sağlar,"Copal, Kemererit, Sanda Rosa Azeztulite, Covellite, Kovelit, Epidot, Jeremejevite, Klorit"
Geçmiş yaşam anılarına ve Akaşik kayıtlara erişimi kolaylaştırarak ruhsal keşif sağlar,"Kavansit, Libyan Gold Tektite, Oregon Opal, Kemererit, Libya Çöl Camı, Tanzan Aura Kuvars, Kredid, Nuummite, Melek Aura Kuvars, Andaluzit, Siyah Kyanit"
"Boşaltım sistemi, böbrek ve karaciğer fonksiyonlarını destekleyerek organ sağlığını korur","Kavansit, Creedite, Limonite, Libya Çöl Camı, Kuprit, Aktinolit, Karnelyan, Siyah Opal, Bumblebee Jasper, Konikalsit, Goshenit, Dumanlı Kuvars"
"Göz, kulak ve duyuyu organlarının sağlığını destekleyerek işlevlerini iyileştirir","Kavansit, Covellite, Akik, Ametist, Kalsit, Kedi Gözü Kuvars, Fenster Kuvars, Apatit, Goşenit, Gomed"
"Diş ve diş eti sağlığını korur, kemik ve diş yapısını güçlendirir","Copal, Kavansit, Satürn Taşları, Amazonit, Apatit, Kalsit, Florit, Glendonit, Zebra Jasper, Dendritik Akik, Mavi Dantel Akik"
Üreme sağlığını ve doğurganlığı destekleyerek hormonal denge sağlar,"Copal, Kemererit, Covellite, Kuprit, Akik, Akuamarin, Klevlandit, Malahit, Goşenit, Hemimorfit, Lal Taşı, Kovellit"
"Cilt sağlığını korur, deri hastalıklarının iyileşmesine ve hücre yenilenmesine yardımcı olur","Copal, Kavansit, Kuprit, Akik, Ateş Akik, Kalsit, Pembe Yeşim, Sodalit, Akuamarin, Pembe Kuvars, Mavi Mercan, Konikalsit, Kaya Tuzu"
Sindirim sistemini düzenleyerek mide ve bağırsak sağlığını destekler,"Cacoxenite, Kemererit, Libya Çöl Camı, Kornerupine, Limonite, Akik, Ateş Akik, Turritella Akik, Jasper, Bizmut, Sarı Jasper, Prehnit, Kaya Tuzu, Hessonite, Limonit, Kakoksenit"
İletişim becerilerini ve kendini ifade etme yeteneğini güçlendirir,"Kavansit, Copal, Turkuvaz, Kyanit, Aqua Aura Kuvars, Ohio Selestit, Mavi Kiyanit, Krizokol Kuprit, Kriyolit, Krizoberil, Mavi Dantel Akik, Goshenit"
"Zihinsel netlik, odaklanma ve konsantrasyonu artırarak bilişsel yetenekleri güçlendirir","Kassiterit, Copal, Kavansit, Kuprit, Lapis Lazuli, Yeşim, Safir, Kornerupine, Kriyolit, Kaplan Gözü, Libethenite, Agni Altın Danburit, Ohio Selestit, Afrika Turkuazı, Şeffaf Kuvars, Aragonit, Kloritli Kuvars, Florit, Goshenit, Kornerupin, Hessonite, Kasiterit, Limonit, Kalkopirit, Ilvait, Sonsuzluk Taşı, Kalsit, Stellar Beam Kalsit, Kristal Kuvars, Goşenit, Stilbit, Azurit"
"Duygusal travmaları, blokajları ve kederi iyileştirerek içsel huzur sağlar","Kavansit, Kassiterit, Kemererit, Oregon Opal, Rosophia, Pembe Kuvars, Kornerupine, Yeşim, Rodonit, Lemurian Kuvars, Libethenite, Creedite, Morganit, Çilek Kuvars, Sanda Rosa Azeztulite, Nuummite, Tsavorite, Apaçi Gözyaşı, Kobaltlı Kalsit, Grösüler Lal Taşı, Kloritli Kuvars, Cuprite, Kammererit, Kornerupin, Kasiterit, Klinozoisit, Hiddenite, Götit, Jeremejevite"
"Bolluk, bereket ve hedeflerin gerçekleşmesi için gereken tezahür enerjisini güçlendirir","Kassiterit, Copal, Yeşim, Turkuvaz, Pırlanta, Sitrin, Libya Çöl Camı, Sardoniks, Tsavorit Lal Taşı, Pirit, Fenakit, Heliodor, Altın Labradorit, Altın Azeztulit, Agni Altın Danburit, Opal, Siyah Akik, Aventurin, Selestit, Kan Taşı, Kaplan Gözü, Grösüler Lal Taşı, Yeşil Lal Taşı, Cassiterite, Jeremejevite, Kornerupin, Hessonite, Sonsuz Taş, Kalkopirit"
Fiziksel stabilite ve topraklanma sağlayarak dünya ile olan bağı güçlendirir,"Kassiterit, Copal, Kemererit - Götit Bileşeni, Cuprite, Limonite"
Baş ağrısı ve migren semptomlarını hafifletmeye yardımcı olur,"Kavansit, Copal, Ametist, Bixbyite, Herderit, Apatit, Hemimorfit, Mavi Topaz, Kloritli Kuvars, Goshenit, Kopal Reçinesi, Sonsuzluk Taşı"
"Çakraları temizler, dengeler ve enerji merkezlerini hizalar","Copal, Kemererit, Kassiterit, Selenite"
Kan dolaşımını düzenleyerek kalp sağlığını ve ritmini destekler,"Copal, Kavansit, Rosophia, Yakut, Cuprite, Lemurian Kuvars, Kornerupine, Limonite, Verdit, Karnelyan, Turmali Albit, Kan Taşı, Krisokolla, Hessonite, Hiddenite, Limonit, Halit Minerali, Kopal Reçinesi, Goşenit, Kloritli Kuvars, Amolit, Kalsit, Cinnabar, Spessartine Lal Taşı, Kunzit, Zümrüt, Yeşil Turmalin, Creedite, Goshenit"
"Özgürlük, güçlenme ve çaresizlikten kurtulma hissi verir","Kavansit, Kassiterit, Kemererit"
Reddedilme ve terk edilme gibi çocukluk yaralarını iyileştirir,Kassiterit
"Astral seyahat, lüsid rüya ve ruhsal yolculukları destekler","Kassiterit, Kemererit, Kovelit, Cryolite, Stavrolit, Rhodozit, Selestit, Barit, Kavansit, Goşenit, Kammererit, Ay Taşı, İyolit, Prehnit, Danburit"
"Dekoratif amaçlı, süs eşyası veya nadir koleksiyon parçası olarak değerlendirilir","Kemererit, Yeşil Aventurin, Jasper, Kalsedon, Pembe Kuvars"
Ruhsal geçiş süreçlerinde sükunet sağlar ve manevi huzur verir,Kassiterit
Tıbbi uygulamalarda ve sindirim boşaltım süreçlerinde yardımcı madde olarak kullanılır,"Bambu Opalı, Mirabilit, Zinober"
Cinsel enerjiyi dengeler ve afrodizyak etkisiyle libidoyu destekler,Bambu Opalı
Belirli koşullarda insan sağlığına zararlı veya toksik risk taşıyan içerikler barındırır,"Aktinolit, Riyebekit, Grunerit, Amyant, Serpantin"
Bağımlılıklardan kurtulma sürecini destekler ve kötü alışkanlıklarla mücadeleye yardımcı olur,"Kassiterit, Kuprit, Kehribar, Barit, İolit, Lepidolit, Ametist, Cuprite, Aegirine, Hiddenite, Konikalsit"
Uyku kalitesini artırarak uykusuzluk ve kabuslara karşı koruma sağlar,"Copal, Tibet Siyah Kuvars, Sanda Rosa Azeztulit, Staurolite, Ametist, Akik, Lapis Lazuli, Havlit, Libya Çöl Camı, Ay Taşı, Selestit, Lepidolit, Dumanlı Kuvars, Mavi Kalsit, Danburit, Goşenit, Tanzanit, Kalsedon, Siyah Turmalin, Yeşim, Afganit, Auralite 23, Yıldız Mika, Sanda Rosa Azeztulite, Tuz Lambası, Infinite"
Vücudu ve kanı toksinlerden arındırarak fiziksel detoks sağlar,"Kemererit, Covellite, Cuprite, Ametrin, Aktinolit, Dolomit, Florit, Sarı Jasper, Şungit, Sülfür, Pirit, Grösüler Lal Taşı, Yeşil Lal Taşı, Hanksit, Kammererit, Konikalsit, Klinozoisit, Goşenit"
Vitamin ve mineral emilimini artırarak vücudun besin değerlerinden faydalanmasını sağlar,"Kemererit, Creedite"
"Beyin kapasitesini (telepati, psikokinezi) ve dalgalarını güçlendirir","Phenacite, Herderite, Copal"
Manevi ritüellerde ortam enerjisini temizlemek amacıyla tütsü formunda kullanılır,Copal
Doğal bir magnezyum kaynağı olarak mineral desteği sağlar,Bişofit
Vücut ısısını dengelemeye ve yüksek ateşi düşürmeye yardımcı olur,Limonite
Başkalarının eylemlerine karşı yargılamayı bırakmaya yardımcı olur,Libya Çöl Camı
Beden ve kalp arasındaki bağı güçlendirir,Kriyolit
Beynin sağ ve sol yarım kürelerini dengeler,"Manyetit, Tanzan Aura Kuvars"
Bünyesel ağırlık hissini ortadan kaldırma,Libya Çöl Camı
Cinsel enerjiyi dengeler ve cinsel travmaların iyileşmesine yardımcı olur,"Karnelyan, Asa Kuvars, Turuncu Kalsit"
Dehidrasyonu (susuzluk) giderme,Limonite
Doğa ruhları ve perilerle iletişim kurmayı sağlar,"Staurolite, Sonsuzluk Taşı, Yeşil Kiyanit, Yeşil Apofilit"
Dormant (uyuyan) yetenekleri uyandırma,Cryolite
"Duygusal berraklığı, dayanıklılığı ve değişim sürecine güveni artırır",Kovelit
Duygusal dengelemeye yardımcı olur,"Kriyolit, Kornerupine"
En derin korkularla yüzleşmeye ve onları aşmaya yardımcı olur,Kriyolit
"Fiziksel gücü, zindeliği ve yaşam enerjisini (chi/prana) artırır","Kuprit, Kornerupine, Lal Taşı, Akik, Kaplan Demiri, Dragon Taşı, Ateş Akik, Karnelyan, Turuncu Kalsit, Vanadinit, Şiva Lingam, Kloritli Kuvars, Hessonite, Limonit, Kalkopirit, Götit, Goshenit"
Entelektüel gücü ve iyi şansı artırır,Pirit
Ertelenen plan ve kararların takibini kolaylaştırır,Creedite
Eterik bedendeki sızıntıları ve delikleri kapatır,Sonsuzluk Taşı
"Geçmiş travmaları, sınırlayıcı inançları ve negatif kalıpları serbest bırakmaya yardımcı olur","Kovelit, Kornerupine"
Gelecek öngörü yeteneğini artırma,Cryolite
"Yaratıcılığı, hayal gücünü ve ilhamı artırarak motivasyon sağlar","Opal, Turkuvaz, Akik, Yeşim, Kovelit, Libya Çöl Camı, Turuncu Kredid, Ferro Aktinolit, Apatit, Ametrin, Siyah Diyaptaz, Dumortierit, Manyezit, Grösüler Lal Taşı, Yeşil Lal Taşı, İlvaite, Çinko, Cuprite, Goshenit, Kornerupin, Konikalsit, Krokoit"
Hayallerin gerçekleştirilmesi ve içsel yansıma,Covellite
İlhamın gerçekleşmesi için eylemi ve başarıyı destekler,Pirit
İrade gücünü artırır,Libya Çöl Camı
Kadim bilgi ve bilgelikle bağlantı kurmayı sağlar,"Libya Çöl Camı, Aqua Lemuria"
Kan detoksifikasyonuna yardımcı olur,Creedite
"Özgüveni, özsaygıyı ve kişisel gücü artırarak bireysel farkındalığı güçlendirir","Lal Taşı, Akik, Rosophia, Stronsiyanit, Ejderha Taşı, Crocoite, Libethenite, Kuprit, Sitrin, Sardonyx, Dragon Taşı, Karnelyan, Agni Manitite, Grösüler Lal Taşı, Yeşil Lal Taşı, Tsavorit Lal Taşı, Libya Çöl Camı, Klinozoisit, Hessonite, Ilvaite, Kalkopirit"
Kontrol edilemeyen şeyleri bırakmayı ve kişisel mutluluğu yaratmayı öğretir,Libya Çöl Camı
"Kök çakrayı dengeler, güvenlik ve fiziksel canlılık sağlar","Kızıl Kuprit, Ejderha Taşı, Sardoniks, Manyetit"
Kundalini enerjisinin yükselmesini ve ruhsal enerji aktivasyonunu sağlar,"Sonsuzluk Taşı, Stronsiyanit, Kuprit, Kriyolit, Crocoite, Atlantisite, Krokoit"
Melankoliyi dağıtır ve duygusal sakinlik getirir,Kuprit
Mucizelerin tezahürünü teşvik eder,Kovelit
Psişik ve sezgisel yeteneklere uyum sağlama,"Kovelit, Cryolite, Creedite, Libya Çöl Camı"
Sabır ve sebat verir,"Lal Taşı, Yeşim"
"Üçüncü Göz, Taç ve eterik çakraları aktive eder","Creedite, Fenakit, Natrolit, Azeztulit, Herderit, Satyaloka Kuvars, Altın Lal Taşı, Stronsiyanit"
"Yorgunluk, depresyon ve inisiyatif eksikliğini hafifletir","Sonsuzluk Taşı, Okyanus Jasper, Aqua Aura Kuvars, Creedite"
Zorluklar karşısında sabır ve sebat verir,"Lal Taşı, Yeşim"
"Negatif enerjilere, psişik saldırılara ve nazara karşı koruma sağlar.","Moldavit, Tibet Siyah Kuvars, Sardonyx, Obsidiyen, Kehribar, Ametist, Apaçi Gözyaşı, Libya Çöl Camı, Ilvaite, Kloritli Kuvars, Aegirine, Hanksit, Kasiterit, Lal, Götit, Goshenit, Hessonite"
Elektromanyetik (EMF) radyasyona karşı koruma kalkanı oluşturur,"Amazonit, Florit, Lepidolit, Şungit, Dumanlı Kuvars, Jasper, Barit, Klinozoisit"
"Aura alanını temizler, çakraları dengeler ve hizalar.","Metamorfoz Kuvars, Selenit, Akuamarin, Barit, Girasol, Hemimorfit, Serpentine, Ruh Kuvarsı, Angel Dust Kuvars, Creedite, Kassiterit, Hessonite"
"Endüstriyel üretimde hammadde, yalıtkan veya yapı malzemesi olarak kullanılır","Albit, Anortoklaz, Apatit, Boraks, Kolemanit, Kaolin, Kaolinit, Spodümen, Talk, Aktinolit, Amfibol, Amyant, Andalüzit, Badeleyit, Almandin, Boksit, Diyaspor, Korund, Akik, Alüminit, Barit, Bentonit, Lületaşı, Manyezit, Götit, Klorit, Disten, Biyotit, Kuvars, Küprit, Bişofit, Laterit, Florit, İnci, Alünit, Keynit, Trona"
Bağışıklık sistemini güçlendirir ve hastalıklara karşı direnci artırır,"Afganit, Aktinolit, Almandin Lal Taşı, Altın Şifacı Kuvars, Yakutlu Zoisit, Atakamit, Ajoite, Beril, Chevron Ametist, Lal Taşı, Golden Healer, Siyah Turmalin, Unakit, Varisit, Yakut, Yosun Akiği, Zirkon, Zoisit, Zümrüt, Tanzanit, Topaz, Turmalin, Ajoit, Almandin Granat, Hematoid Kuvars, Sodalit, Unakite, Aleksandrit, Andalusit, Sugulit, Spinel, Lal, Yosun Akik, Kehribar, Ametist, Kalsedon, Kar Kuvarsı, Quantum Quattro, Almandin, Tektit, Boraks, Realgar, Sinober, Stibnit, Ametrin, Şevron Ametist, Mavi Kalsedon, Andradit Lal Taşı, Safir, Yeşil Opal, Kunzit, Mondolite Kuvars, Alexandrite"
Stres ve kaygıyı azaltarak duygusal denge ve huzur sağlar,"Adamit, Afganit, Ajoite, Almandin Lal Taşı, Alexandrite, Altın Şifacı Kuvars, Andalusit, Anyolit, Atakamit, His Taşı, Turmalin Kuvars, Unakit, Varisit, Yosun Akik, Zirkon, Zümrüt, Aktinolit, Aleksandrit, Almandin, Andaluzit, Aventurin, Montana Akik, Opal, Yeşim, Tanzanit, Yakutlu Zoisit, Sodalit, Topaz, Turmalin, Mistik Topaz, Unakite, Yosunlu Akik, Almandin Granat, Spinel, Astrophyllite, Mavi Dantelli Akik, İnci, Rodonit, Altın Kuvars, Sugilite, Papagoite, Shattuckite, Pembe Kuvars, Variscite, Aksinit, Andalusite, Atakamite, Ajoit, Lal Taşı, Adamin, Ejinir, Galena, Siyah Turmalin, Vanadinit, Botsvana Akik, Pembe Dantel Akik, Lityum Kuvars, Lepidolit, Markasit (Brandberg) Ametisti, Ay Taşı, Kunzit"
"Özgüveni, cesareti ve kişisel karizmayı artırır","Adamite, Afganit, Aktinolit, Alexandrite, Almandin Lal Taşı, Altın Sarı Apatit, Andalusit, Yakutlu Zoisit, Golden Healer, Oniks, Unakit, Varisit, Yakut, Vanadinit, Zirkon, Tanzanit, Aleksandrit, Almandin, Altın Şifacı Kuvars, Zümrüt, Sodalit, Sugulit, Turmalin, Rubizoit, Spinel, Topaz, Ajoite, Thulite, Siyah Spinel, İmparatorluk Topazı, Astrofilit, Yosunlu Akik, Sitrin, Kaplan Gözü, Kırmızı Jasper, Karnelyan, Ferro Aktinolit, Aksinit, Kopal Kehribar, Hematoid Kalsit"
"Kalp sağlığını korumak, kalp rahatsızlıklarını iyileştirmek ve çarpıntıyı gidermek","Ajoite, Almandin, Anyolit, İnci, Kehribar, Mercan, Unakit, Varisit, Yakut, Yosunlu Akik, Zümrüt"
İletişim becerilerini ve kendini ifade etme gücünü geliştirir,"Adamite, Afganit, Ajoite, Alexandrite, Almandin Lal Taşı, Andalusit, Atakamit, Mavi Dantelli Akik, Tanzanit, Yosunlu Akik, Zirkon, Zümrüt, Sodalit, Varisit, Mistik Topaz, Topaz, Thulite, Afghanite, Zoisit, Anyolit, Yeşil Turmalin, Papagoite, Phoenix Stone, Lapis Lazuli, Andalusite, Adamit, Aksinit, Renkli Akik, Mavi Kalsedon, Septarian"
"Uyku kalitesini artırır, uykusuzluğu ve kabusları giderir","Afganit, Aktinolit, Almandin, Alexandrite, Ametist, Andalusit, Auralite 23, Golden Healer, Havlit, Turmalin Kuvars, Varisit, Yosunlu Akik, Zirkon, Sugulit, Turmalin, Anyolit, Rubizoit, Zümrüt, Atakamit, Topaz, Zoisit, Sodalit, Yakut, Hematoid Kuvars, Pembe Dolomit, Şap, Florit, Mıknatıs Taşı, Sinober, Lapis Lazuli, Muskovit, Firuze, Lacivert Taşı, İnci, Aytaşı, Yeşim, Lal, Mavi Kuvars, Gökkuşağı Ay Taşı, Mavi Dantel Akik, Pembe Kalsit, Limon Krizopraz, Spessartine Lal Taşı, Beyaz Ay Taşı, Dalmaçya Jasper, Almandin Lal Taşı, Lal Taşı, Axinite, Staurolite, Scolecite, Angelite"
Hormonları dengeler ve endokrin sistem fonksiyonlarını destekler,"Adamite, Ajoite, Aleksandrit, Almandin, Anhidrit, Anyolit, Andalusit, Ametist, Astrophyllite, Atakamit, Kavansit, Unakit, Vanadinit, Zirkon, Sugilit, Granat, Topaz, Adamit, Tanzanit, Turmalin, Ay Taşı, Kasiterit, Pietersit, Limon Krizopraz, Pembe Jasper, Almandin Lal Taşı, Altın Şifacı Kuvars, Astrofilit, Axinite"
Karaciğer ve böbrek fonksiyonlarını destekleyerek organ sağlığını korur,"Aktinolit, Almandin Lal Taşı, Amestist, Astrofilit, Atakamit, Azurit, Azurit-Malakit, Gözlere, Kan Taşı, Kehribar, Kırmızı Mercan, Malakit, Opal, Prenit, Rodokrozit, Sitrin, Varisit, Yakut, Yeşim, Zirkon, Zümrüt, Astrophyllite, Sugulit, Beril, Hematit, İyolit, Ametist, Kalsit, Elmas, İnci, Kuvars, Jasper, Hafif Toz, Talk, Prehnit, Vanadinit, Amazonit, Krizopraz, Limon Krizopraz, Ay Taşı, Siyah Ay Taşı, Serafinit, Altın Şifacı Kuvars, Azurit-Malakiit, Krisopraz, Limon Krisopraz, Siyah Aytaşı"
"Kas ve kemik yapısını güçlendirir, fiziksel ağrıları dindirir","Afganit, Alexandrite, Andalusit, Yakutlu Zoisit, Axinite, Bronzit, Kalsit, Varisit, Vezüvyan, Yakut, Yosunlu Akik, Zirkon, Aragonit, Anyolit, Spinel, Taşlaşmış Ağaç, Zoisit, Vesuvianite, Bal Rengi Akis, Şap, Pirit, Mavi Dantelli Akik, Kehribar, Kalkit, Selenit, İnci, Akik, Aquamarine, Elmas, Mercan, Apatit, Yeşil Kalsit, Creedite, Glendonit, Mamut Fildişi, Şungit, Sugulit, Turmalin, Aktinolit, Andaluzit, Zümrüt, Topaz, Turkuaz, Manyetit, Azurit-Malakit, Kuvars, Kiyanit, Obsidyen, Krizokol, Almandin, Lal, Tanzanit, Hematit, Kridit, Florit, Faden Kuvars, Almandin Lal Taşı, Lal Taşı, Ajoite"
"Negatif enerjiyi uzaklaştırır, aurayı temizler ve spiritüel koruma sağlar","Ajoite, Aktinolit, Almandin, Anyolit, Astrofilit, Atakamit, Ateş Akiği, Kehribar, Mercan, Turmalin, Turmalinli Kuvars, Varisit, Yakut, Zirkon, Zümrüt, Şungit, Mistik Topaz, Topaz, Spinel, Ajoit, Andaluzit, Sugulit, Astrophyllite, Adamite, Siyah Spinel, Aksinit, Aleksandrit, Altın Şifacı Kuvars, Almandin Granat, Bal Rengi Akis, Ateş Akik, Elmas, Safir, Siyah Turmalin, Yosunlu Akik, Kükürt, Yeşim, Labradorite, Almandin Lal Taşı, Black Turmalin, Andalusite, Alexandrite, Aegirine, Kuvars Içinde, Afganit, Ametist, Florit, Selestit, Kaplan Gözü, Selenit, Tibet Kuvarsı, Spiritüel Kuvars"
"Hamilelik, doğum ve üreme sağlığını destekleyerek doğurganlığı artırır","Akik, Azurit, İnci, Kehribar, Unakit, Ajoite, Almandin Lal Taşı, Anyolit, Astrophyllite, Ateş Akiği, Lal Taşı, Yakut, Vanadinit, Zirkon, Zoisit, Zümrüt, Unakite, Rubizoit, Varisit, Almandin Granat, Granat, Ateş Akik, Mercan, Aytaşı, Selenit, Almandin, Yeşim, Kan Taşı, Yosunlu Akik, Abalone"
Göz sağlığını destekler ve görme keskinliğini iyileştirir,"Almandin Lal Taşı, Ametist, Anyolit, Firuze, İnci, Lal, Mercan, Unakit, Yakut, Zebercet, Zümrüt, Afganit, Topaz, Almandin Granat, Akik, Ateş Akik, Resim Akik, Lacivert Taşı, Beril, Elmas, Turkuaz, Smitsonit, Kavansit, Sölestin, Kalsit, Yeşil Beril, Yeşim, Sedef, Kaplan Gözü"
Kan basıncını (tansiyonu) düzenler ve dengeler,"Ajoite, Kiyanit, Kobalt-Kalsit, Krizokol, Turmalinli Albit, Yosunlu Akik, Zoisit, Albit, Kan Taşı, Sedef"
"Yaratıcılığı, ilhamı ve sanatsal ifadeyi teşvik eder","Ajoite, Alexandrite, Almandin Lal Taşı, Anyolit, Astrofilit, Atakamit, Altın Şifacı Kuvars, Vanadinit, Vezüvyan, Zümrüt, Ajoit, Yeşil Turmalin, Sugulit, Spinel, Topaz, Tanzanit, Sodalit, Almandin Granat, Ferro Aktinolit, Botswana Akik, Apatit, Azurit, Kalsit, Dumortierit, Altın Taşı, Magnezit, Kunzit, Sfalerit, Andalusite, Almandine Lal Taşı, Adamit, Atakamite, Lal Taşı, Ödiyalit, Girasol Kuvars, Glendonite, Turuncu Kalsit, Rodokrozit, Pietersit"
Metabolizmayı düzenler ve hücre yenilenmesini destekler,"Aktinolit, Aleksandrit, Amazonit, Apatit, Atacamite, Labradorit, Peridot, Tanzanit, Yakut, Pembe Turmalin, Sugulit, Varisit, Unakit, Şörl, Zoisit, Granat, Lal, Spinel, Taşlaşmış Ağaç, Alexandrite, Zümrüt, Lal Taşı"
İştahı dengeler ve kilo kontrolüne yardımcı olur,"Apatit, Kasiterit, Safir, Spinel, Astrophyllite, Yosunlu Akik, Gaspeite, Geode, Cinnabar, Skapolit"
Radyasyon ve elektromanyetik kirliliğe karşı koruma sağlar,"Aleksandrit, Turmalin, Turmalinli Kuvars, Unakit, Vanadinit, Şungit, Şörl, Ametist, Karnelyan, Hematit, Kristal Kuvars, Pirit, Sitrin, Amazonit, Zeolit, Galena, Siyah Turmalin, Sarı Jasper, Çift Uçlu Kuvars"
Bağımlılıklarla mücadelede destek sağlar ve kurtulmaya yardımcı olur,"Ajoite, Altın Şifacı Kuvars, Baltık Kehribar, Turmalin, Varisit, Astrophyllite, Vesuvianite, Sodalit, Ametist, Sitrin, Kunzit, Dumanlı Kuvars, Ateş Akik, Kehribar, Barit, İyolit, Lepidolit, Axinite, Dumortierit, Amosit, Iolit, Aegirine, Aksinit, Astrofilit"
Ruhsal büyümeyi destekler ve geçmiş yaşam şifası sağlar,"Aksinit, Anyolit, Adamit, Mavi Apatit, Unakit, Vezüvyan, Astrophyllite, Petrified Wood, Zümrüt, Almandin Granat, Bal Rengi Akis, Ajoite, Sugilite, Papagoite, Almandin Lal Taşı, Ametist, Lapis Lazuli, Andalusite, Golden Healer, Alexandrite, Kuvars Içinde, Afganit, Andaluzit, Atakamit, Altın Şifacı Kuvars, Astrofilit, Aktinolit"
"Fiziksel enerjiyi ve canlılığı artırır, yorgunluğu giderir","Almandin, Ametrin, Anyolit, Atacamite, Axinite, Azurit, Jasper, Vanadinit, Zoisit, Montana Akik, Aksinit, Agnitit, Ateş Akik, Bakır, Kaplan Gözü, Adamit, Atakamit, Astrofilit"
Kas krampları ve spazmlarını giderir,"Amazonit, Aragonit, Azurit-Malakit, Yeşim, Varisit, Manyetit, Zebra Jasper, Aleksandrit, Sülüğen, Kalsit, Maun Obsidyen, Auralite 23, Axinite, Andalusite"
"Romatizma, artrit ve eklem ağrılarını hafifletir","Karnelyan / Kırmızı Akik, Mercan, Siyah Turmalin, Akik, Apatit, Bakır, Malakit, Florit, Sülfür, Krizokol, Zümrüt, Mavi Dantel Akik, Azurite, Obsidyen, Maun Obsidyen, Lepidolit, Yeşil Altın Taşı, Andalusit"
Zehirlenmelere karşı koruyucu ve panzehir etkisi sağlar,"İnci, Yakut, Zümrüt"
"Bolluk, bereket ve şansı hayata çeker","Ajoite, Alexandrite, Golden Healer, Yosun Akik, Altın Şifacı Kuvars, Zümrüt, Turmalin, Yakut, Topaz, Tanzanit, Atakamit, Spinel, Siyah Akik, Yağmur Çiçeği Taşı, Aventurin, Aleksandrit, Selestit, Yeşim, Polikrom Jasper, Güneş Taşı, Yosunlu Akik, Astrofilit"
Kanser tedavisinde destekleyici ve ağrı hafifletici rol oynar,"Azeztulit, Kan Taşı, Kuvars, Serafinit, Kovellit, Sugulit, Spinel, Abalon, Akik, Kehribar, Pırlanta, Florit, Pirit, Turmalin, Karpuz Turmalin, Aleksandrit, Almandin, Ajoite"
Epilepsi ve sara nöbetlerini hafifletmeye yardımcı olur,"Elmas, Mercan, Zümrüt, Ateş Akik, Bakır, Jet, Sugulit, Astrophyllite, Zirkon, Lapis Lazuli"
Su arıtma özelliği ile bakteri ve ağır metalleri temizler,"Şungit, Zeolit"
Vücuttaki fazla elektriği toprağa aktarır ve topraklanma sağlar,"Unakit, Atakamit, Axinite, Vanadinit, Adamite, Petrified Wood, Siyah Spinel, Yosunlu Akik, Aksinit, Lal Taşı, Jasper, Almandin Granat"
Kulak sağlığını ve işitme fonksiyonlarını destekler,"Mercan, Aytaşı, Rodonit, Sodalit, Amazonit, Kunsit, Sölestin"
Vücut ısısını dengeler ve ateşi düşürmeye yardımcı olur,"Sodalit, Zümrüt, Alçı Taşı, Oltu Taşı, Opal, Tektit, Yakut, Beryl, Andalusit"
Kanama durdurucu ve pıhtılaşma düzenleyici etki sağlar,"Şap, Hematit, Mürdesenk, Fırın Toprağı, Kan Taşı, Kuvars, Safir"
Sinir sistemini güçlendirir ve sakinleştirir,"Dendritik Akik, Ambliyogonit, Kalsit, Altın Taşı, Natrolit, Serafinit, Spodumen, Kunzit, Aleksandrit, Atakamit"
Kişisel dönüşüm ve değişim süreçlerini kolaylaştırır,"Ajoit, Aleksandrit, Altın Şifacı Kuvars, Aksinit, Astrofilit"
Sosyal gruplarda iş birliğini ve uyumu teşvik eder,"Abalone, Kalsit, Siyah Turmalinli Albit, Granit, Selestit, Kalsedon, Göksel Kalsit, Yeşil Kuvars, Kar Kuvars"
Vücuttaki Yin ve Yang (eril-dişil) enerjilerini dengeler,"Kayısı Akik, Aktinolit, Krizopraz, Kyanit, Jasper, Yeşil Oniks, Boji Taşları, Şaman Taşları"
Zihin ve kalp arasındaki dengeyi ve birliği sağlar,"Adamin, Yeşil Apatit, Rosophia"
Asbestoz ve mezotelyoma riskine karşı sağlık uyarısı içerir,"Asbest, Amosit Vb.)"
Solar Pleksus ve Kalp çakraları arasında denge sağlar,"Adamit, Altın Şifacı Kuvars"
Duyusal hassasiyeti ve dokunma hissini artırır,Aleksandrit
